date,convenience_store,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2014-07-30,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,434,Luxco-St Louis,16988,Bourbon Supreme Bourbon,6,1750,9.67,14.51,6,87.06
2014-06-18,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011250,SINGLE BARREL BOURBON WHISKIES,421,Sazerac Co. Inc.,17766,Eagle Rare,6,750,17.16,25.74,6,154.44
2014-10-22,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Distilleries Inc.,17958,Evan Williams Yr Str Bourbon,6,1750,14.96,22.44,6,134.64
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,19.94,29.91,18,538.38
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,19.94,29.91,18,538.38
2014-03-12,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19226,Knob Creek,6,750,20.47,30.71,2,61.42
2014-05-14,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,7.43,11.15,2,22.3
2014-03-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,7.43,11.15,1,11.15
2014-05-21,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,434,Luxco-St Louis,23278,Calvert Extra Bl Whiskey,6,1750,11.02,16.53,6,99.18
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,434,Luxco-St Louis,23278,Calvert Extra Bl Whiskey,6,1750,11.02,16.53,6,99.18
2014-11-19,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,434,Luxco-St Louis,23278,Calvert Extra Bl Whiskey,6,1750,11.02,16.53,6,99.18
2014-01-08,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,12,134.28
2015-01-28,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-03-19,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-11-19,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-08-06,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-02-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-04-16,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-04-16,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-04-02,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,297,Laird And Company,23828,Five Star,6,1750,7.46,11.19,6,67.14
2014-05-21,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,6,99.18
2014-08-20,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,12,198.36
2014-04-30,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,12,198.36
2014-10-29,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,18,297.54
2014-10-01,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,12,198.36
2014-06-11,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,18,297.54
2014-04-02,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,300,Mccormick Distilling Company,24728,Mccormick Blend Whiskey Pet,6,1750,7.67,11.51,6,69.06
2015-02-18,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,6,107.64
2015-01-14,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,6,107.64
2014-05-07,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58
2014-01-22,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58
2015-02-25,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,6,258.24
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,27.7,41.55,6,249.3
2014-03-19,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,27.7,41.55,6,249.3
2014-02-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,27.7,41.55,6,249.3
2014-06-18,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,6,258.24
2014-10-01,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,6,258.24
2014-04-09,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,28.69,43.04,6,258.24
2014-08-20,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84
2014-08-13,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,6,162.84
2014-01-22,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,12,325.68
2014-03-12,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011500,STRAIGHT RYE WHISKIES,461,Campari(skyy),27126,Russell's Reserve Rye 6YR,6,750,20.99,31.49,1,31.49
2014-01-15,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27551,Red Stag By Jim Beam,6,1750,22.58,33.87,2,67.74
2014-04-23,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1042100,IMPORTED DRY GINS,35,Bacardi U.S.A. Inc.,28238,Bombay Sapphire Gin,6,1750,26.22,39.33,1,39.33
2014-02-12,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,30528,Hawkeye Gin,6,1750,7.17,10.76,6,64.56
2014-08-27,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,7.11,10.67,6,64.02
2015-02-25,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagrams Extra Dry Gin,6,1750,11.99,17.99,6,107.94
2014-02-19,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32238,Seagram's Extra Dry Gin,6,1750,11.99,17.99,6,107.94
2014-04-16,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,420,Moet Hennessy USA Inc.,34155,Belvedere Vodka,6,750,17.15,25.73,1,25.73
2014-04-16,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,420,Moet Hennessy USA Inc.,34155,Belvedere Vodka,6,750,17.15,25.73,1,25.73
2014-03-19,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34368,Fris Danish Vodka,6,1750,9.99,14.99,2,29.98
2014-03-12,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,12,391.92
2014-11-12,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
2014-03-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2014-03-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2014-10-08,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
2014-09-24,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,22.0,33.0,6,198.0
2014-02-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,35,Bacardi U.S.A. Inc.,34422,Grey Goose Vodka,6,1000,21.77,32.66,6,195.96
2015-01-14,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032200,IMPORTED VODKA - MISC,35,"Bacardi U.S.A., Inc.",34436,Grey Goose Vodka L'orange,6,750,18.49,27.74,1,27.74
2014-01-08,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,260,Diageo Americas,34458,Ketel One Imported Vodka,6,1750,24.0,36.0,6,216.0
2014-04-30,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,260,Diageo Americas,34458,Ketel One Imported Vodka,6,1750,24.0,36.0,6,216.0
2015-02-04,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,14.75,22.13,12,265.56
2014-11-12,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28
2014-04-02,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,18,186.84
2014-10-29,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031200,FLAVORED VODKA,394,Black Rock Spirits,35527,Bakon Vodka,6,750,15.0,22.5,2,45.0
2014-03-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,18,194.22
2014-05-21,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-03-19,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-03-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-02-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-04-23,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-10-22,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,12,129.6
2014-02-26,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2014-02-12,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
2015-02-11,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,12,129.24
2014-08-27,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,18,193.86
2014-10-22,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,6,64.62
2014-10-15,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,12,129.24
2014-10-08,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,6,64.62
2014-02-05,,2178,"Double ""d"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,12,129.24
2015-02-18,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,260,Diageo Americas,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.68,14.52,6,87.12
2014-09-03,,2178,"Double ""D"" Liquor Store",618 ROSSVILLE ROAD,WAUKON,52172,"618 ROSSVILLE ROAD
WAUKON 52172
(43.262061865000078, -91.47355676899997)",3,Allamakee,1031080,80 PROOF VODKA,260,Diageo Americas,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.68,14.52,12,174.24
